qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.023432254791259766,0.03628849983215332,0.03359794616699219,0.03459930419921875,0.03635740280151367,0.03576302528381348,0.01572585105895996
0.02337169647216797,0.035508155822753906,0.03446364402770996,0.03763389587402344,0.036890506744384766,0.03559732437133789,0.01579427719116211
0.02301025390625,0.03697705268859863,0.03410816192626953,0.035428524017333984,0.03652501106262207,0.035776615142822266,0.015682458877563477
0.024321556091308594,0.03685331344604492,0.035802364349365234,0.03488874435424805,0.037366628646850586,0.035568952560424805,0.01567983627319336
0.02303934097290039,0.03708362579345703,0.03475785255432129,0.03436136245727539,0.03644227981567383,0.03570365905761719,0.015653371810913086
0.02335500717163086,0.037181854248046875,0.03462028503417969,0.03551959991455078,0.03596854209899902,0.03562664985656738,0.015667200088500977
0.023133516311645508,0.035996198654174805,0.034444332122802734,0.03513765335083008,0.03507494926452637,0.03572845458984375,0.0157318115234375
0.023223876953125,0.03619694709777832,0.03503227233886719,0.03586244583129883,0.03579878807067871,0.03586935997009277,0.015770673751831055
0.02339911460876465,0.035947561264038086,0.03541302680969238,0.03395676612854004,0.035327911376953125,0.035434722900390625,0.015769004821777344
0.023305416107177734,0.03667092323303223,0.034928321838378906,0.03593564033508301,0.035222768783569336,0.035500526428222656,0.01571178436279297
0.025052547454833984,0.0353999137878418,0.03437948226928711,0.03290843963623047,0.03547263145446777,0.03578925132751465,0.015691280364990234
0.024314165115356445,0.03582644462585449,0.03298068046569824,0.034752845764160156,0.035308837890625,0.03563880920410156,0.015788793563842773
0.02472090721130371,0.03604698181152344,0.03397011756896973,0.03541684150695801,0.03644442558288574,0.03671693801879883,0.015714406967163086
0.0244138240814209,0.035552978515625,0.03505754470825195,0.03591156005859375,0.034789323806762695,0.03584766387939453,0.01578211784362793
0.024473190307617188,0.03630518913269043,0.035320281982421875,0.033640146255493164,0.03505086898803711,0.03564929962158203,0.015689611434936523
0.02420496940612793,0.037867069244384766,0.035486698150634766,0.035594940185546875,0.03381633758544922,0.03556394577026367,0.016057252883911133
0.024185657501220703,0.035814523696899414,0.03581857681274414,0.036411285400390625,0.035147905349731445,0.035617828369140625,0.015661239624023438
0.025104284286499023,0.036285400390625,0.03388333320617676,0.035639047622680664,0.03448796272277832,0.03613471984863281,0.01589179039001465
0.02366042137145996,0.03619217872619629,0.035073280334472656,0.039257049560546875,0.03549647331237793,0.03570866584777832,0.016915559768676758
0.024743318557739258,0.035520076751708984,0.03474235534667969,0.0365293025970459,0.03432059288024902,0.03553295135498047,0.017444610595703125
0.02436351776123047,0.036728620529174805,0.03490614891052246,0.03436684608459473,0.035538673400878906,0.03557324409484863,0.01625204086303711
0.025060176849365234,0.03689718246459961,0.0339198112487793,0.03538036346435547,0.035414695739746094,0.03581714630126953,0.015982389450073242
0.023873329162597656,0.03813004493713379,0.035865068435668945,0.035861968994140625,0.036154985427856445,0.03547167778015137,0.015949010848999023
0.024131059646606445,0.0362246036529541,0.034581661224365234,0.03361082077026367,0.035120248794555664,0.036237239837646484,0.015906810760498047
0.023743391036987305,0.035976409912109375,0.034178972244262695,0.035915374755859375,0.03702259063720703,0.0357966423034668,0.01626110076904297
0.025388002395629883,0.03624296188354492,0.03422427177429199,0.0373530387878418,0.036875009536743164,0.03548312187194824,0.016116619110107422
0.02405095100402832,0.0356142520904541,0.03393411636352539,0.03363823890686035,0.03627347946166992,0.03568458557128906,0.01616692543029785
0.023662328720092773,0.03664445877075195,0.03589057922363281,0.03496861457824707,0.0358734130859375,0.03573012351989746,0.016317367553710938
0.0258176326751709,0.03678774833679199,0.0366058349609375,0.03651285171508789,0.036653757095336914,0.03582167625427246,0.016199111938476562
0.024920225143432617,0.03615212440490723,0.03587627410888672,0.03335118293762207,0.03550076484680176,0.03570961952209473,0.016220808029174805
0.024679183959960938,0.03753781318664551,0.033987998962402344,0.037198543548583984,0.03677177429199219,0.03559255599975586,0.0158843994140625
0.024564504623413086,0.03631949424743652,0.0350794792175293,0.03473806381225586,0.0351102352142334,0.03577756881713867,0.015841007232666016
0.02460455894470215,0.03702354431152344,0.03448629379272461,0.03392672538757324,0.035849571228027344,0.03636670112609863,0.016161203384399414
0.024590492248535156,0.03631854057312012,0.03742671012878418,0.036336660385131836,0.036242008209228516,0.036365509033203125,0.015587806701660156
0.025066852569580078,0.03573775291442871,0.034680843353271484,0.034773826599121094,0.03521108627319336,0.03670001029968262,0.015488386154174805
0.024947166442871094,0.03526115417480469,0.03614163398742676,0.035929203033447266,0.03576493263244629,0.03700876235961914,0.015560388565063477
0.02475881576538086,0.03688240051269531,0.034712791442871094,0.03528594970703125,0.03435349464416504,0.0371556282043457,0.015396833419799805
0.024168729782104492,0.036745548248291016,0.03503990173339844,0.03432345390319824,0.03523707389831543,0.037189483642578125,0.01513814926147461
0.02379012107849121,0.03695416450500488,0.03443574905395508,0.037790775299072266,0.03476905822753906,0.037455081939697266,0.016346216201782227
0.023731708526611328,0.0367426872253418,0.03438448905944824,0.03492283821105957,0.036531925201416016,0.03704643249511719,0.015611886978149414
0.023676633834838867,0.03776979446411133,0.034960269927978516,0.03556418418884277,0.03702354431152344,0.036749839782714844,0.015196084976196289
0.0240018367767334,0.035369873046875,0.033875226974487305,0.03848838806152344,0.03619503974914551,0.037108421325683594,0.01523280143737793
0.024321794509887695,0.037148237228393555,0.034035444259643555,0.03613567352294922,0.03599071502685547,0.03716707229614258,0.015424013137817383
0.024430513381958008,0.036020517349243164,0.03534197807312012,0.03435039520263672,0.03562355041503906,0.036658525466918945,0.015288829803466797
0.024559974670410156,0.0379025936126709,0.03497123718261719,0.03444862365722656,0.03609013557434082,0.03575706481933594,0.015257835388183594
0.024567604064941406,0.036405324935913086,0.03539085388183594,0.03631091117858887,0.035758018493652344,0.03695273399353027,0.015265703201293945
0.024737834930419922,0.03613567352294922,0.035721778869628906,0.03774428367614746,0.035719871520996094,0.03646731376647949,0.015221834182739258
0.02436971664428711,0.03544187545776367,0.03656339645385742,0.039340972900390625,0.03592419624328613,0.036304473876953125,0.015181541442871094
0.024259567260742188,0.036611318588256836,0.03450512886047363,0.035063743591308594,0.035360097885131836,0.036466121673583984,0.015523672103881836
0.0240781307220459,0.035455942153930664,0.034464120864868164,0.03408312797546387,0.035544395446777344,0.03663969039916992,0.015383243560791016
0.02434229850769043,0.03886890411376953,0.03434252738952637,0.03389263153076172,0.035764455795288086,0.03646659851074219,0.01523137092590332
0.02389979362487793,0.03544020652770996,0.0355372428894043,0.03534984588623047,0.03507566452026367,0.03653860092163086,0.015326499938964844
0.0236966609954834,0.03603339195251465,0.03581690788269043,0.04076576232910156,0.03623628616333008,0.0372312068939209,0.015434741973876953
0.023901700973510742,0.035930633544921875,0.03348875045776367,0.035851478576660156,0.03502988815307617,0.03706860542297363,0.015287637710571289
0.024228811264038086,0.03602886199951172,0.03475761413574219,0.03432655334472656,0.03633594512939453,0.03709220886230469,0.01525259017944336
0.024680614471435547,0.037634849548339844,0.03437995910644531,0.03804516792297363,0.036544084548950195,0.03762173652648926,0.015742063522338867
0.024265050888061523,0.035765886306762695,0.033664703369140625,0.038828372955322266,0.03748345375061035,0.03794670104980469,0.015395164489746094
0.023565292358398438,0.03739118576049805,0.036017656326293945,0.03579545021057129,0.0399172306060791,0.037600040435791016,0.015796899795532227
0.02345585823059082,0.03632807731628418,0.036470890045166016,0.03533482551574707,0.03955078125,0.037375450134277344,0.015932321548461914
0.023431777954101562,0.03665733337402344,0.0351107120513916,0.03597283363342285,0.03718090057373047,0.03747916221618652,0.015961170196533203
0.023688316345214844,0.03580760955810547,0.03477668762207031,0.036080360412597656,0.03694796562194824,0.03737497329711914,0.01595306396484375
0.024067163467407227,0.03716135025024414,0.03515744209289551,0.0361485481262207,0.036917686462402344,0.03734874725341797,0.016411304473876953
0.024126768112182617,0.03743100166320801,0.03437304496765137,0.03685593605041504,0.038802385330200195,0.03742265701293945,0.01578068733215332
0.02429056167602539,0.03677654266357422,0.03418850898742676,0.03702998161315918,0.03794574737548828,0.03784322738647461,0.01578354835510254
0.024010181427001953,0.03724527359008789,0.035857439041137695,0.035948991775512695,0.03679943084716797,0.03737044334411621,0.015579938888549805
0.023790359497070312,0.036004066467285156,0.03419804573059082,0.03905653953552246,0.03555464744567871,0.0373682975769043,0.015703678131103516
0.022958755493164062,0.0363156795501709,0.03427553176879883,0.03753542900085449,0.03570389747619629,0.03735208511352539,0.015734434127807617
0.02415776252746582,0.035361528396606445,0.03611254692077637,0.03746533393859863,0.035822391510009766,0.038159847259521484,0.015604734420776367
0.02472686767578125,0.03547191619873047,0.035332679748535156,0.034514665603637695,0.036608219146728516,0.037265777587890625,0.015610456466674805
0.024291038513183594,0.035865068435668945,0.03677845001220703,0.03579068183898926,0.03615999221801758,0.037142276763916016,0.015558242797851562
0.024245738983154297,0.03762245178222656,0.033609867095947266,0.034525156021118164,0.03590893745422363,0.037279367446899414,0.015563726425170898
0.02369379997253418,0.036406755447387695,0.034220218658447266,0.036505699157714844,0.03520083427429199,0.03807663917541504,0.015562295913696289
0.024039030075073242,0.03634047508239746,0.03617072105407715,0.03506588935852051,0.03518962860107422,0.0387880802154541,0.015589714050292969
0.023633718490600586,0.037153005599975586,0.035336971282958984,0.03357434272766113,0.034337759017944336,0.04195713996887207,0.015573978424072266
0.023591279983520508,0.03694581985473633,0.035680294036865234,0.035223960876464844,0.03615736961364746,0.038785457611083984,0.015589237213134766
0.024198532104492188,0.03713703155517578,0.034435272216796875,0.033919572830200195,0.0359034538269043,0.03805899620056152,0.01538395881652832
0.023734569549560547,0.03794097900390625,0.034125328063964844,0.03406977653503418,0.03477978706359863,0.038077592849731445,0.01546025276184082
0.024000883102416992,0.03650808334350586,0.0355067253112793,0.03376054763793945,0.03600049018859863,0.038041114807128906,0.015294075012207031
0.024006366729736328,0.03665590286254883,0.03345847129821777,0.034406185150146484,0.035756826400756836,0.03824615478515625,0.015279293060302734
0.024312734603881836,0.03619694709777832,0.03537440299987793,0.03393101692199707,0.03599667549133301,0.03739309310913086,0.01529550552368164
0.024512767791748047,0.03693819046020508,0.03397536277770996,0.037944793701171875,0.03504037857055664,0.0369417667388916,0.015312433242797852
0.024218320846557617,0.03428053855895996,0.03413677215576172,0.036084651947021484,0.035706281661987305,0.037030935287475586,0.015220165252685547
0.02398204803466797,0.03701210021972656,0.03393125534057617,0.03442859649658203,0.03648829460144043,0.03713870048522949,0.015253305435180664
0.02429509162902832,0.03729987144470215,0.03620648384094238,0.034639835357666016,0.03598594665527344,0.037294864654541016,0.015192270278930664
0.023935317993164062,0.039548635482788086,0.034075021743774414,0.03532123565673828,0.03594613075256348,0.037328481674194336,0.015174388885498047
0.024489641189575195,0.03702282905578613,0.03420448303222656,0.03340435028076172,0.035111188888549805,0.03699159622192383,0.015215873718261719
0.02390909194946289,0.046938180923461914,0.035378456115722656,0.03554415702819824,0.03516507148742676,0.037279367446899414,0.01512289047241211
0.024290800094604492,0.045970916748046875,0.03444957733154297,0.033571720123291016,0.035243988037109375,0.03687429428100586,0.01527714729309082
0.024237394332885742,0.04215550422668457,0.034595489501953125,0.03652381896972656,0.035513877868652344,0.03682303428649902,0.014926910400390625
0.024218082427978516,0.03764033317565918,0.03504800796508789,0.034455060958862305,0.03513932228088379,0.0365908145904541,0.01489400863647461
0.024187088012695312,0.03815340995788574,0.03522372245788574,0.03654766082763672,0.03455400466918945,0.03644371032714844,0.015201091766357422
0.02422642707824707,0.03796720504760742,0.034142255783081055,0.03561091423034668,0.03482341766357422,0.03648090362548828,0.014899969100952148
0.02380967140197754,0.03682374954223633,0.03385210037231445,0.03618144989013672,0.03571677207946777,0.03577399253845215,0.014779806137084961
0.024290800094604492,0.037851810455322266,0.03537893295288086,0.035242319107055664,0.034592628479003906,0.03551816940307617,0.016035079956054688
0.025026559829711914,0.038841962814331055,0.03513026237487793,0.032660722732543945,0.036498308181762695,0.0357818603515625,0.015384912490844727
0.024274587631225586,0.03737044334411621,0.03447103500366211,0.03534555435180664,0.03810429573059082,0.03540301322937012,0.015228986740112305
0.024284839630126953,0.03683042526245117,0.03446841239929199,0.03444218635559082,0.03632211685180664,0.03559422492980957,0.015263795852661133
0.024395465850830078,0.037079572677612305,0.03450608253479004,0.034718990325927734,0.03629803657531738,0.036173105239868164,0.015345573425292969
0.023965120315551758,0.036667823791503906,0.037302494049072266,0.03578901290893555,0.03533530235290527,0.03586602210998535,0.01519012451171875
0.02420639991760254,0.03609013557434082,0.03519940376281738,0.03627729415893555,0.03658628463745117,0.037858009338378906,0.01596522331237793
0.024213552474975586,0.03918194770812988,0.034984588623046875,0.03811359405517578,0.03538179397583008,0.0399019718170166,0.01585698127746582
0.02438807487487793,0.0346224308013916,0.03526568412780762,0.033844709396362305,0.0346071720123291,0.03981351852416992,0.01588916778564453
0.02382206916809082,0.03761649131774902,0.036247968673706055,0.036486148834228516,0.03457975387573242,0.03790998458862305,0.015460491180419922
0.024478673934936523,0.037609100341796875,0.03525972366333008,0.03413653373718262,0.035114288330078125,0.03786969184875488,0.0159456729888916
0.024250507354736328,0.03911876678466797,0.034514665603637695,0.036158084869384766,0.03514361381530762,0.038706302642822266,0.016137361526489258
0.024474143981933594,0.038100481033325195,0.03391098976135254,0.03301835060119629,0.036123037338256836,0.03946661949157715,0.01564955711364746
0.0245058536529541,0.037021636962890625,0.03522944450378418,0.037253379821777344,0.036554574966430664,0.03855109214782715,0.01621389389038086
0.02428412437438965,0.039069414138793945,0.034922122955322266,0.03682088851928711,0.03509235382080078,0.03812408447265625,0.01573014259338379
0.02426004409790039,0.0367734432220459,0.034639835357666016,0.03453183174133301,0.03658342361450195,0.03799247741699219,0.015706539154052734
0.02412271499633789,0.03780937194824219,0.03593707084655762,0.03662729263305664,0.03555607795715332,0.03806185722351074,0.015721559524536133
0.024531126022338867,0.03707456588745117,0.034972190856933594,0.03648114204406738,0.035968780517578125,0.03795027732849121,0.015560626983642578
0.025884389877319336,0.04089689254760742,0.03600668907165527,0.03475451469421387,0.03612041473388672,0.039510250091552734,0.015549182891845703
0.02608180046081543,0.03921651840209961,0.03439497947692871,0.03432106971740723,0.036255836486816406,0.03912687301635742,0.015546798706054688
0.026584625244140625,0.03636002540588379,0.033594369888305664,0.03478264808654785,0.03575420379638672,0.037848711013793945,0.015775203704833984
0.025074481964111328,0.037308692932128906,0.034193992614746094,0.03422355651855469,0.03586268424987793,0.037995338439941406,0.015593290328979492
0.024588823318481445,0.03719735145568848,0.036009788513183594,0.03431534767150879,0.03681182861328125,0.037964820861816406,0.015609025955200195
0.024959564208984375,0.0357518196105957,0.035336971282958984,0.03335452079772949,0.03602766990661621,0.03785204887390137,0.015603780746459961
0.024517297744750977,0.035987138748168945,0.03486156463623047,0.03348708152770996,0.035312652587890625,0.03790163993835449,0.015640735626220703
0.02493572235107422,0.03547072410583496,0.03635835647583008,0.0343017578125,0.03619742393493652,0.03766942024230957,0.015594005584716797
0.024603605270385742,0.03688406944274902,0.03606081008911133,0.036467552185058594,0.03493690490722656,0.03732657432556152,0.015598297119140625
0.024382829666137695,0.03821158409118652,0.03505086898803711,0.03372645378112793,0.03549957275390625,0.03725385665893555,0.015516281127929688
0.02437615394592285,0.0363311767578125,0.034970998764038086,0.03290748596191406,0.03515315055847168,0.03657245635986328,0.015387535095214844
0.02385091781616211,0.034468889236450195,0.034973859786987305,0.035593271255493164,0.03516983985900879,0.03732943534851074,0.015388965606689453
0.024280071258544922,0.035128116607666016,0.03595089912414551,0.035300493240356445,0.03583121299743652,0.0381770133972168,0.01534891128540039
0.024433374404907227,0.03465080261230469,0.03502464294433594,0.03482317924499512,0.03615069389343262,0.03744244575500488,0.01530599594116211
0.024284839630126953,0.036015987396240234,0.03609323501586914,0.03690075874328613,0.03521895408630371,0.037338972091674805,0.01540231704711914
0.02402019500732422,0.0379185676574707,0.033605337142944336,0.037110328674316406,0.036346435546875,0.036949872970581055,0.015471458435058594
0.024176836013793945,0.03540301322937012,0.03553652763366699,0.03639078140258789,0.03609919548034668,0.03769540786743164,0.015421867370605469
0.02482748031616211,0.03417539596557617,0.03495025634765625,0.03457522392272949,0.03690814971923828,0.037427425384521484,0.015338659286499023
0.023994922637939453,0.0362856388092041,0.03472614288330078,0.0344235897064209,0.03575539588928223,0.03731393814086914,0.015389204025268555
0.02442455291748047,0.03430438041687012,0.03469061851501465,0.03492379188537598,0.03614521026611328,0.03710031509399414,0.015307903289794922
0.023849010467529297,0.03400278091430664,0.03511476516723633,0.03461337089538574,0.03684425354003906,0.03742241859436035,0.015355825424194336
0.023888826370239258,0.03442811965942383,0.034941911697387695,0.0355226993560791,0.03522491455078125,0.03919219970703125,0.015522003173828125
0.023947954177856445,0.03424215316772461,0.03490495681762695,0.03710150718688965,0.03573298454284668,0.03738880157470703,0.015439271926879883
0.024016380310058594,0.03584027290344238,0.034754276275634766,0.0354304313659668,0.03500986099243164,0.038187503814697266,0.015375614166259766
0.02402472496032715,0.036028385162353516,0.03407430648803711,0.03289985656738281,0.03682398796081543,0.03982281684875488,0.015414237976074219
0.024069786071777344,0.034041404724121094,0.03442835807800293,0.0355069637298584,0.03527402877807617,0.0390012264251709,0.015349626541137695
0.024110794067382812,0.03542733192443848,0.03590226173400879,0.0351564884185791,0.03435778617858887,0.03863334655761719,0.015320539474487305
0.02426457405090332,0.033618927001953125,0.03488874435424805,0.035614013671875,0.03424239158630371,0.0383915901184082,0.015407800674438477
0.023740053176879883,0.035099029541015625,0.03621649742126465,0.03610944747924805,0.03667020797729492,0.03876161575317383,0.015274524688720703
0.023623228073120117,0.03573203086853027,0.03548574447631836,0.03586697578430176,0.0350649356842041,0.040441274642944336,0.015372753143310547
0.02377605438232422,0.03538346290588379,0.03499579429626465,0.036425113677978516,0.03496551513671875,0.03815054893493652,0.015160560607910156
0.02361774444580078,0.035314321517944336,0.035568952560424805,0.035971641540527344,0.03513836860656738,0.03752875328063965,0.015279531478881836
0.024843931198120117,0.03531241416931152,0.034847259521484375,0.03648734092712402,0.036142587661743164,0.03782463073730469,0.015259027481079102
0.023874759674072266,0.035581350326538086,0.03476715087890625,0.033617258071899414,0.035649776458740234,0.03707575798034668,0.015903711318969727
0.023706436157226562,0.03515005111694336,0.0342555046081543,0.033212900161743164,0.03536701202392578,0.03694891929626465,0.01576089859008789
0.0243990421295166,0.03524589538574219,0.03581094741821289,0.035711050033569336,0.034882545471191406,0.03709745407104492,0.015801191329956055
0.023945093154907227,0.03533482551574707,0.03524637222290039,0.036473751068115234,0.03531908988952637,0.036820173263549805,0.015568256378173828
0.02404022216796875,0.035022735595703125,0.03426003456115723,0.03786110877990723,0.03519487380981445,0.03648233413696289,0.015527963638305664
0.02411484718322754,0.034111976623535156,0.03597664833068848,0.03458118438720703,0.03495335578918457,0.03637051582336426,0.015542268753051758
0.023576021194458008,0.03562021255493164,0.03430795669555664,0.03656792640686035,0.03417563438415527,0.03684091567993164,0.015549898147583008
0.023890256881713867,0.0363614559173584,0.034987449645996094,0.040311574935913086,0.034580230712890625,0.03692150115966797,0.015569686889648438
0.023727893829345703,0.03519845008850098,0.035010337829589844,0.0338129997253418,0.03451251983642578,0.036803245544433594,0.015597820281982422
0.024000883102416992,0.03414440155029297,0.03494858741760254,0.03408503532409668,0.034888267517089844,0.03683185577392578,0.016257286071777344
0.02342700958251953,0.0352628231048584,0.035608530044555664,0.041929006576538086,0.03452634811401367,0.03679490089416504,0.016635656356811523
0.02382349967956543,0.0355222225189209,0.03565096855163574,0.0357508659362793,0.03395891189575195,0.03798079490661621,0.016095638275146484
0.024219274520874023,0.03620195388793945,0.03420400619506836,0.03367781639099121,0.034978389739990234,0.03790688514709473,0.01597285270690918
0.02394843101501465,0.034905433654785156,0.03432917594909668,0.03829216957092285,0.03466963768005371,0.0373082160949707,0.015671491622924805
0.02423095703125,0.03350830078125,0.034473419189453125,0.03657722473144531,0.034974098205566406,0.03712320327758789,0.015979528427124023
0.023466110229492188,0.036276817321777344,0.03518033027648926,0.0336146354675293,0.03433871269226074,0.0371553897857666,0.015715360641479492
0.023570537567138672,0.034760475158691406,0.0357511043548584,0.037032127380371094,0.035710811614990234,0.037493228912353516,0.01569819450378418
0.024069786071777344,0.03452134132385254,0.034464120864868164,0.037412405014038086,0.03945612907409668,0.03747081756591797,0.015669822692871094
0.023576974868774414,0.03440570831298828,0.03588533401489258,0.039465904235839844,0.04412484169006348,0.03733634948730469,0.01566934585571289
0.024397611618041992,0.03412795066833496,0.036402225494384766,0.03471684455871582,0.044136762619018555,0.0370182991027832,0.015608787536621094
0.024118423461914062,0.03464961051940918,0.03468060493469238,0.034861087799072266,0.04371786117553711,0.03722381591796875,0.01559758186340332
0.02452373504638672,0.03551435470581055,0.03526425361633301,0.033941030502319336,0.0397336483001709,0.03698992729187012,0.015461444854736328
0.02383136749267578,0.03646516799926758,0.03510475158691406,0.03429532051086426,0.04481911659240723,0.03657793998718262,0.015295743942260742
0.02392745018005371,0.03417778015136719,0.03506970405578613,0.03587174415588379,0.04357624053955078,0.03627800941467285,0.015264272689819336
0.024929523468017578,0.036391496658325195,0.034942626953125,0.03484702110290527,0.04003119468688965,0.036804914474487305,0.015344619750976562
0.024172067642211914,0.034760236740112305,0.03527498245239258,0.03710651397705078,0.038564205169677734,0.03641867637634277,0.015291213989257812
0.024784564971923828,0.035170793533325195,0.0370786190032959,0.03686976432800293,0.03804969787597656,0.03706693649291992,0.015208959579467773
0.02429652214050293,0.034990549087524414,0.03507399559020996,0.035041093826293945,0.03791451454162598,0.03703665733337402,0.015293359756469727
0.024164676666259766,0.03440427780151367,0.03517413139343262,0.03672313690185547,0.03678703308105469,0.03712892532348633,0.014963388442993164
0.024294376373291016,0.03564786911010742,0.0366971492767334,0.03503751754760742,0.03772783279418945,0.037137746810913086,0.015113592147827148
0.0247042179107666,0.034529685974121094,0.03437948226928711,0.035382986068725586,0.037377357482910156,0.03728961944580078,0.015769243240356445
0.0240325927734375,0.03334474563598633,0.03455042839050293,0.03685879707336426,0.036525726318359375,0.03791165351867676,0.015542268753051758
0.024254798889160156,0.035425662994384766,0.03360724449157715,0.03394055366516113,0.036715030670166016,0.03684878349304199,0.01582622528076172
0.02417778968811035,0.035137176513671875,0.036035776138305664,0.03339982032775879,0.03632688522338867,0.038269996643066406,0.015816926956176758
0.024078845977783203,0.034761667251586914,0.03444790840148926,0.03342080116271973,0.03613018989562988,0.03769254684448242,0.01576995849609375
0.024707317352294922,0.03533792495727539,0.03596615791320801,0.03456902503967285,0.036090850830078125,0.037735939025878906,0.015804767608642578
